cust_id,age_band,res_area,nbask,nitem,spend,nprodid,nprodcat,ipb_max,ipb_med,ipb_min,spb_max,spb_med,spb_min,prodctpb_max,prodctpb_med,prodctpb_min,dur_max,dur_med,dur_min,popcat_nbaskA,popcat_nbaskB,popcat_nbaskC,popcat_nbaskD,popcat_nbaskE,popcat_sizeA,popcat_sizeB,popcat_sizeC,popcat_sizeD,popcat_sizeE,popid_nbaskA,popid_nbaskB,popid_nbaskC,popid_nbaskD,popid_nbaskE,prodpriceA,prodpriceB,prodpriceC,prodpriceD,prodpriceE
01218022,4,1,8,8,614,8,8,7,4,1,579,307,35,7,4,1,71,71,71,0,0,1,0,7,0,0,0,3,5,0,0,1,0,7,3,2,2,1,0
01218312,5,6,17,30,10085,15,12,18,15,12,7758,5042.5,2327,8,7,6,15,15,15,0,0,0,2,15,0,0,2,10,5,0,0,1,2,14,3,4,8,0,2
01219081,4,1,5,6,587,5,4,4,3,2,410,293.5,177,3,2.5,2,40,40,40,0,0,0,0,5,0,0,0,1,4,0,0,0,1,4,1,1,2,1,0
01219425,3,2,69,90,13429,63,50,19,13,5,3220,2021,776,16,9,2,49,9,2,1,1,2,9,56,1,1,3,12,52,1,2,7,16,43,16,22,12,15,4
01219593,3,1,30,32,4031,29,27,12,9,2,1535,1077,342,10,8,2,58,33,10,0,1,0,7,22,2,2,4,3,19,0,0,2,3,25,7,12,3,6,2
01220018,2,2,12,19,2540,12,11,15,9.5,4,2028,1270,512,7,5.5,4,14,14,14,0,0,1,3,8,1,0,3,6,2,0,0,0,1,11,3,2,4,2,1
01220506,5,1,27,34,3127,26,19,31,17,3,2645,1563.5,482,18,10,2,9,9,9,0,0,1,3,23,0,1,1,3,22,0,1,0,2,24,17,5,2,2,1
01220513,9,1,2,3,131,2,2,2,1.5,1,99,65.5,32,1,1,1,15,15,15,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0
01220551,3,1,50,86,14328,45,34,18,6,2,3293,684,36,8,3.5,1,23,7,2,0,0,0,5,45,3,0,6,10,31,0,0,1,2,47,18,12,13,4,3
01220810,4,1,74,91,14882,66,52,18,9,5,3889,956,273,13,7,4,21,6.5,5,0,1,3,5,65,3,2,10,14,45,0,2,3,10,59,19,17,17,11,10
01221268,4,2,78,104,6154,62,46,20,5.5,1,1049,353.5,68,10,4.5,1,21,6,1,0,0,1,5,72,2,3,4,24,45,0,0,3,6,69,48,15,13,1,1
01221534,11,8,33,60,5522,32,21,32,30,28,3193,2761,2329,12,11.5,11,20,20,20,0,0,1,3,29,1,1,2,5,24,0,0,2,7,24,18,13,0,1,1
01221558,6,1,24,50,8361,23,21,17,9,2,3652,1595,516,8,5,1,69,18,4,0,0,2,1,21,0,0,2,6,16,1,3,0,3,17,8,2,7,5,2
01221633,11,4,24,29,2611,23,20,17,14.5,12,1873,1305.5,738,11,10.5,10,99,99,99,2,0,3,3,16,2,1,2,4,15,0,3,1,5,15,9,9,3,2,1
01222074,7,1,30,58,7304,30,21,52,29,6,6856,3652,448,18,10.5,3,1,1,1,0,0,0,0,30,0,0,1,3,26,0,0,0,0,30,15,9,6,0,0
01222098,5,1,19,22,2952,19,17,14,11,8,1797,1476,1155,9,8.5,8,13,13,13,0,0,0,2,17,0,2,1,3,13,0,0,0,4,15,12,3,2,1,1
01224047,11,8,20,21,2309,20,14,6,5,1,861,399,242,5,4,1,82,4.5,1,0,0,1,3,16,0,3,0,3,14,0,2,0,3,15,7,6,3,1,3
01224238,3,2,20,25,2530,20,18,14,8,3,1437,854,239,11,5,3,48,30.5,13,0,1,2,5,12,1,0,3,4,12,1,2,2,8,7,4,12,2,1,1
01224306,4,1,87,106,10554,81,48,33,13.5,8,3151,1630.5,374,18,10,5,40,14,10,0,0,1,7,79,1,3,3,26,54,0,2,2,5,78,37,16,20,9,5
01224351,8,1,41,67,9981,37,26,45,10,2,4572,2520.5,368,16,6,2,41,21,15,0,0,0,1,40,0,0,2,6,33,0,1,3,2,35,17,6,7,10,1
01224368,3,7,42,49,5920,40,30,16,9,2,2372,842,164,12,7,2,51,18.5,2,0,0,0,0,42,0,0,3,8,31,0,0,2,6,34,14,16,7,4,1
01224436,3,1,70,92,7153,58,49,17,8,3,1486,645.5,141,12,5,2,27,11,2,0,1,2,5,62,0,1,5,10,54,2,4,4,7,53,31,21,8,10,0
01224528,3,2,18,18,3131,18,17,7,4.5,2,1451,727.5,225,7,4,2,44,22,19,1,1,1,2,13,0,1,3,3,11,1,1,1,2,13,6,5,4,1,2
01224634,7,7,18,18,1390,17,14,10,6,2,676,570,144,9,4,2,36,30.5,25,0,0,0,3,15,0,1,3,4,10,0,0,1,4,13,6,5,4,3,0
01224740,10,1,39,63,13010,35,29,22,7,1,9382,581,63,8,4,1,46,7,1,0,0,2,10,27,0,1,8,11,19,1,1,1,9,27,14,15,3,5,2
01225396,5,2,69,115,24937,68,55,47,18,2,12467,2431,396,22,9,1,42,9,6,2,1,2,5,59,5,3,6,18,37,4,1,5,10,49,21,12,21,8,7
01225532,2,6,22,24,3575,21,18,7,4,3,1727,400,191,6,4,2,46,26,14,0,0,0,4,18,0,1,3,1,17,0,1,0,4,17,11,2,7,0,2
01227048,4,2,58,78,21897,54,43,15,8.5,3,6362,1402,170,9,5,2,28,11,1,1,2,1,8,46,1,1,9,9,38,0,1,5,15,37,19,15,9,5,10
01227253,6,7,48,58,6007,45,31,41,29,17,4440,3003.5,1567,25,18,11,63,63,63,0,0,1,2,45,0,0,5,11,32,0,0,3,7,38,11,16,11,8,2
01227352,3,2,46,58,14503,39,33,21,19,18,7370,5225,1908,16,15,9,44,29,14,0,0,0,2,44,0,2,2,4,38,0,0,1,4,41,15,9,8,7,7
01227468,8,2,19,23,1426,19,18,11,5.5,1,710,313.5,89,7,5,1,61,34,4,0,0,0,0,19,0,1,2,6,10,0,0,1,0,18,10,5,2,2,0
01227550,2,1,41,65,23182,39,29,30,16.5,2,16665,2860.5,796,13,11.5,1,29,28,23,0,1,2,2,36,1,1,3,6,30,1,2,3,10,25,9,7,14,8,3
01227604,5,2,69,75,6365,64,48,44,29,2,4251,1975,139,32,25,1,44,24,4,0,0,1,4,64,1,1,7,10,50,0,0,0,12,57,26,15,22,5,1
01227772,4,5,8,19,2708,8,8,9,8,2,1244,924,540,4,3,1,20,10.5,1,0,0,0,0,8,0,0,1,2,5,0,0,0,0,8,4,2,1,1,0
01227888,10,2,40,43,3588,38,29,13,8,6,1191,556,426,10,7,3,35,21,13,0,1,1,6,32,1,3,2,12,22,0,1,4,8,27,15,15,6,3,1
01228007,4,7,15,30,6488,13,13,18,15,12,4180,3244,2308,8,7.5,7,6,6,6,0,2,0,1,12,0,3,1,6,5,0,1,1,2,11,5,2,2,5,1
01228069,4,2,40,51,6616,34,24,9,4,1,2025,466.5,84,6,2.5,1,26,8,2,0,0,0,2,38,0,0,1,15,24,0,0,2,0,38,14,12,10,3,1
01228731,3,2,35,41,4299,34,27,21,20.5,20,2779,2149.5,1520,15,14,13,68,68,68,0,0,0,10,25,0,1,6,10,18,0,1,6,14,14,11,8,14,2,0
01229455,10,2,116,137,16979,100,74,26,10,1,4665,1111,129,21,9.5,1,23,7,3,0,1,3,11,101,0,4,6,18,88,1,5,8,14,88,43,27,20,17,9
01229646,7,2,23,28,4274,22,20,11,3,1,1174,561,156,7,2,1,60,11,1,0,0,1,2,20,0,3,4,4,12,0,1,3,2,17,5,10,3,3,2
01230017,5,1,38,65,15921,32,24,15,10,3,4783,1760,856,10,4,2,35,10.5,1,0,0,0,2,36,0,1,4,9,24,0,0,2,4,32,2,19,4,9,4
01230741,6,2,26,29,4819,25,21,11,7,4,1440,1409.5,560,8,5.5,3,59,26,6,1,1,6,2,16,2,1,5,6,12,1,7,1,4,13,2,10,3,4,7
01230765,6,2,17,40,44420,13,9,23,3,1,42969,290,97,4,2,1,46,4,1,0,0,0,0,17,1,0,0,3,13,0,1,0,4,12,4,2,11,0,0
01232028,7,3,4,4,352,4,3,3,2,1,183,176,169,2,1.5,1,85,85,85,0,0,0,2,2,1,0,0,1,2,0,0,0,1,3,2,0,1,1,0
01232042,9,1,7,33,8336,6,5,26,4,3,7576,432,328,3,2,1,17,16,15,0,0,0,1,6,0,0,0,1,6,0,0,0,0,7,3,3,1,0,0
01232097,6,1,36,51,6620,34,28,11,3,1,1832,603,76,5,3,1,37,5,1,0,0,4,3,29,2,1,3,9,21,0,1,0,3,32,14,5,10,5,2
01232967,9,2,73,125,4931,32,18,19,11,2,1095,444,107,7,4,2,13,9,6,0,2,0,0,71,1,1,8,5,58,0,0,0,5,68,65,1,5,1,1
01233247,2,1,5,6,670,5,3,5,3,1,520,335,150,2,1.5,1,15,15,15,0,0,1,0,4,0,0,0,1,4,0,1,1,0,3,1,0,2,1,1
01234145,6,1,24,37,2328,23,19,15,4,2,1202,165,100,5,4,1,22,12,2,0,0,0,0,24,0,0,1,4,19,0,0,1,0,23,15,7,2,0,0
01234336,4,6,72,87,12551,69,57,23,8,6,4853,1270,470,18,7,6,35,13,7,1,2,2,6,61,2,1,6,16,47,0,3,8,16,45,23,21,15,8,5
01234350,2,2,8,8,1165,8,7,6,4,2,675,582.5,490,5,3.5,2,22,22,22,0,0,1,2,5,0,0,2,3,3,0,1,1,1,5,4,0,0,2,2
01234367,6,1,99,109,10447,79,52,20,6,3,2601,455,237,14,6,1,22,7,2,0,0,2,3,94,0,1,4,21,73,0,0,4,5,90,51,29,12,5,2
01234411,8,1,14,15,1830,14,12,12,7.5,3,1617,915,213,10,6,2,98,98,98,0,0,1,1,12,2,0,1,2,9,0,0,0,2,12,5,4,3,0,2
01234435,5,6,12,17,5196,12,12,9,8.5,8,4438,2598,758,7,6,5,41,41,41,0,1,0,2,9,0,1,0,3,8,0,0,1,4,7,1,5,3,1,2
01235418,4,2,68,89,10615,65,49,43,30,16,4530,4171,1914,32,13,10,61,43.5,26,0,0,1,8,59,0,1,5,15,47,0,0,3,4,61,26,21,13,3,5
01235661,2,1,40,45,3836,38,29,14,9,6,1130,784,345,12,7,5,55,21.5,14,0,0,0,0,40,0,0,4,5,31,0,0,1,1,38,20,9,7,3,1
01235913,9,7,33,37,3708,31,24,23,8,6,2609,649,450,16,8,5,64,39.5,15,0,0,0,4,29,0,0,0,7,26,0,0,2,7,24,11,10,9,2,1
01237061,4,7,37,58,6730,37,27,29,29,29,4539,3365,2191,16,14.5,13,23,23,23,0,0,0,2,35,2,3,0,5,27,0,0,1,2,34,20,10,3,3,1
01237214,8,1,39,51,36090,37,26,25,5,1,31029,569.5,99,8,4,1,37,10,2,0,1,12,8,18,3,5,7,6,18,3,8,6,6,16,7,5,8,9,10
01237580,5,6,71,86,10972,68,54,36,36,14,6542,2949,1481,23,23,14,58,41.5,25,0,1,5,10,55,2,6,1,15,47,0,2,8,13,48,17,25,15,10,4
01237634,3,4,17,19,2601,17,15,13,9.5,6,1883,1300.5,718,10,7.5,5,1,1,1,0,0,3,6,8,3,0,5,3,6,0,1,1,4,11,4,5,3,4,1
01237702,2,2,10,10,709,9,7,8,5,2,361,354.5,348,6,4,2,48,48,48,0,0,3,2,5,1,0,0,4,5,0,2,1,0,7,6,2,1,0,1
01237924,3,7,21,25,2638,21,19,20,12.5,5,2240,1319,398,15,10,5,10,10,10,0,1,1,4,15,1,1,1,5,13,0,0,3,9,9,7,7,4,1,2
01238266,6,1,5,8,366,4,4,2,2,1,119,60,19,1,1,1,32,28,14,0,0,0,0,5,0,0,0,2,3,0,0,0,0,5,3,1,1,0,0
01238273,5,6,22,29,3068,22,16,18,14.5,11,2098,1534,970,10,8.5,7,56,56,56,0,0,0,4,18,0,0,4,4,14,0,0,0,3,19,8,7,5,2,0
01238433,5,1,10,15,2295,10,10,12,7.5,3,1802,1147.5,493,7,5,3,33,33,33,0,0,0,0,10,0,0,1,2,7,0,0,0,0,10,2,3,1,3,1
01238471,3,6,13,18,6658,13,13,9,6,3,3013,2909,736,6,5,2,28,17.5,7,1,0,0,5,7,1,1,2,3,6,0,1,1,4,7,4,1,3,3,2
01238662,4,6,2,12,4680,2,2,6,6,6,3132,2340,1548,1,1,1,12,12,12,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0
01238747,4,1,96,137,17517,84,67,29,19,6,4220,1685,487,20,11,3,62,2.5,1,0,0,6,7,83,1,2,7,25,61,1,3,8,14,70,44,18,21,9,4
01238792,4,4,13,13,1212,13,11,7,4,2,884,235,93,5,4,2,77,39,1,0,0,1,3,9,0,0,3,3,7,0,0,4,1,8,4,4,3,2,0
01238969,3,1,11,13,2274,10,8,6,5,2,916,847,511,5,4,1,64,33.5,3,0,0,0,0,11,0,0,0,1,10,0,0,0,1,10,2,2,4,0,3
01239096,8,1,37,49,10750,34,28,21,10,2,4611,1340,403,16,6,1,54,25,7,0,2,1,2,32,1,2,1,7,26,0,0,3,4,30,11,12,8,5,1
01239126,9,2,45,64,8780,41,28,11,4,1,1339,770.5,229,6,3,1,24,5,1,0,3,1,2,39,5,0,2,8,30,1,0,4,7,33,17,9,7,8,4
01239195,4,7,9,10,1173,9,8,8,5,2,1061,586.5,112,6,4,2,70,70,70,1,0,2,0,6,0,1,3,2,3,1,0,1,0,7,3,1,2,2,1
01239300,6,7,24,40,6355,23,22,19,11,10,4489,1241,625,9,8,7,79,44,9,0,1,1,2,20,1,0,3,4,16,1,1,0,5,17,9,7,4,3,1
01239430,5,2,3,4,1452,3,3,3,2,1,927,726,525,2,1.5,1,26,26,26,0,0,0,0,3,0,0,1,0,2,0,1,0,0,2,0,0,1,0,2
01239478,5,6,11,11,1119,11,11,7,5.5,4,760,559.5,359,7,5.5,4,78,78,78,0,0,0,1,10,0,0,1,2,8,0,0,0,4,7,3,3,3,1,1
01239843,4,2,10,10,1065,10,8,7,5,3,561,532.5,504,6,4.5,3,25,25,25,0,0,2,1,7,2,0,1,2,5,0,0,0,3,7,3,4,2,0,1
01239959,3,1,88,103,8892,48,36,26,8,1,1882,679,21,14,7,1,21,6.5,1,0,0,3,4,81,3,2,2,23,58,0,1,1,4,82,25,37,15,10,1
01239997,6,7,20,20,1919,20,15,12,10,8,1024,959.5,895,8,7.5,7,13,13,13,0,0,1,3,16,0,2,3,1,14,0,1,1,3,15,7,6,5,0,2
01240177,10,2,14,18,2052,14,12,11,9,7,1205,1026,847,11,6.5,2,80,80,80,0,0,0,1,13,0,0,0,5,9,0,0,2,2,10,4,2,5,3,0
01240221,5,6,5,6,408,5,5,4,3,2,281,204,127,3,2.5,2,28,28,28,0,0,1,1,3,0,1,1,2,1,0,0,0,1,4,2,1,1,1,0
01240351,4,1,21,21,1740,19,13,4,3,1,392,210,99,3,3,1,26,10,5,0,0,0,0,21,0,0,0,7,14,0,1,1,5,14,9,4,4,4,0
01241020,3,5,18,30,12769,18,15,16,4,1,10044,815,147,8,2,1,56,15,2,0,0,1,8,9,1,1,5,7,4,0,1,2,1,14,5,5,5,1,2
01241044,3,2,98,145,17074,94,65,43,8,2,5842,645,176,14,4,1,21,6.5,1,0,3,4,12,79,5,1,11,18,63,1,3,6,14,74,38,35,17,5,3
01241075,6,2,14,28,8354,14,13,18,8,2,5275,2760,319,9,3,2,32,23.5,15,0,0,2,0,12,0,0,3,4,7,0,1,0,3,10,1,1,7,2,3
01241105,4,2,37,45,6764,36,30,15,8,3,2868,1178,366,10,7,3,38,21,9,0,0,1,6,30,0,3,5,4,25,0,4,4,5,24,6,8,9,10,4
01241525,5,1,19,22,1652,15,12,11,6,5,749,591,312,8,5,4,80,50.5,21,0,0,0,4,15,0,1,0,11,7,0,0,0,4,15,12,2,1,3,1
01241563,7,1,45,52,3313,37,24,11,6.5,3,1015,278,159,10,3.5,2,45,14,1,0,0,1,0,44,0,1,1,8,35,0,0,1,1,43,25,6,7,7,0
01241655,7,2,75,113,10493,67,58,12,4,1,1452,392.5,18,10,2,1,21,3,1,0,6,3,8,58,3,6,11,19,36,1,4,9,6,55,31,19,11,10,4
01241792,4,2,14,23,5681,14,13,13,11.5,10,3859,2840.5,1822,10,6.5,3,95,95,95,0,0,0,4,10,0,1,3,1,9,0,1,0,5,8,3,3,3,5,0
01241839,6,2,12,19,4457,12,10,7,4,1,3247,253,79,4,2,1,69,18,2,0,0,0,0,12,0,1,1,3,7,0,0,0,0,12,6,3,1,2,0
01241853,10,2,40,55,7202,34,16,13,7,3,2048,828,406,8,5,2,35,16,2,0,0,0,0,40,0,0,3,16,21,0,0,0,6,34,18,8,5,9,0
01241860,5,2,18,20,1455,17,14,11,10,9,756,727.5,699,8,7.5,7,9,9,9,0,0,1,1,16,1,1,1,1,14,0,0,1,3,14,4,10,4,0,0
01241907,5,2,30,46,6102,30,26,14,4,1,2110,505,58,7,3,1,44,9.5,2,0,0,1,3,26,0,0,1,7,22,0,1,2,3,24,7,9,8,4,2
01242164,5,2,10,10,3122,10,10,6,5,4,2598,1561,524,6,5,4,42,42,42,0,0,0,1,9,0,0,0,2,8,0,0,1,3,6,1,3,3,1,2
01242386,4,6,12,12,1301,12,10,7,6,5,850,650.5,451,6,5.5,5,76,76,76,0,0,1,0,11,1,0,1,3,7,0,0,0,2,10,4,4,2,1,1
01242416,3,2,7,8,1292,7,6,4,3,1,790,323,179,3,2,1,17,9.5,2,0,0,0,2,5,0,0,1,3,3,0,1,1,2,3,1,1,2,3,0
01242539,3,1,26,29,2675,26,18,15,14.5,14,1614,1337.5,1061,12,9,6,7,7,7,0,1,1,5,19,0,0,3,7,16,2,3,1,4,16,10,4,7,4,1
01242577,7,1,7,12,933,7,7,9,6,3,732,466.5,201,4,3.5,3,6,6,6,0,0,0,1,6,0,0,1,2,4,0,0,0,1,6,2,2,2,0,1
01242737,7,2,22,27,3426,20,19,18,4,1,2275,548,55,14,3.5,1,39,39,6,0,0,2,1,19,0,0,6,5,11,1,0,2,5,14,6,3,8,4,1
01243543,6,6,6,7,262,6,4,4,3.5,3,143,131,119,2,2,2,14,14,14,0,0,0,0,6,0,0,0,0,6,0,0,1,0,5,5,0,1,0,0
01243581,6,7,2,4,92,2,2,2,2,2,60,46,32,1,1,1,47,47,47,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0
01243598,6,1,37,77,15810,34,32,16,4,2,5940,648.5,32,9,1,1,29,7,1,0,0,0,2,35,1,1,1,12,22,0,1,0,1,35,14,15,5,2,1
01243635,5,1,193,222,26646,146,102,23,8,1,3382,774,46,17,6,1,17,4.5,1,0,0,4,15,174,9,7,12,46,119,1,0,6,30,156,74,34,45,27,13
01243772,2,1,13,13,1864,12,11,6,3,1,1170,307.5,79,6,2.5,1,31,22,2,0,0,0,3,10,0,0,0,3,10,0,1,2,2,8,9,1,1,1,1
01243802,7,2,8,9,358,8,8,6,4.5,3,253,179,105,5,4,3,2,2,2,0,0,0,0,8,0,1,0,1,6,1,0,1,1,5,6,2,0,0,0
01243833,5,1,18,19,1360,18,15,10,9.5,9,765,680,595,8,8,8,49,49,49,0,0,0,3,15,1,0,1,3,13,0,0,0,3,15,6,10,1,0,1
01243888,3,1,117,186,26267,99,58,42,7,2,11909,535.5,40,13,4,1,28,4,1,0,3,2,12,100,1,3,2,21,90,0,6,16,12,83,59,24,21,10,3
01243895,8,1,20,23,1915,18,14,9,6,2,751,435,294,7,4,1,7,4,1,0,0,1,0,19,2,0,1,3,14,0,0,0,3,17,7,7,1,5,0
01244281,6,2,12,14,1584,12,10,6,4,4,767,421,396,4,3,3,42,23.5,5,0,0,0,0,12,0,0,1,2,9,0,0,0,1,11,2,4,4,1,1
01244397,10,3,87,144,16358,64,36,27,15,8,2870,1801,1244,13,6,3,22,10,4,0,0,0,9,78,0,2,10,22,53,0,2,0,16,69,28,47,8,4,0
01244434,2,2,8,11,1242,8,8,5,2.5,1,947,125,45,3,2,1,49,18,17,0,0,0,1,7,0,1,0,3,4,0,0,0,1,7,5,1,2,0,0
01244458,5,2,98,124,14427,86,62,42,30,22,4365,3854,2354,28,18.5,17,36,21,14,0,0,2,12,84,1,6,7,17,67,2,1,3,13,79,42,22,17,11,6
01244939,3,1,7,7,523,7,6,4,2,1,284,145,94,4,2,1,18,16,14,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,1,4,2,0,0
01244991,3,2,33,41,5292,30,24,26,20.5,15,3627,2646,1665,18,14.5,11,34,34,34,0,0,1,7,25,1,0,1,6,25,0,4,3,4,22,9,13,3,6,2
01245516,7,8,18,32,6227,18,15,16,9,7,2803,2449,975,9,3,3,65,40.5,16,0,0,1,1,16,2,0,4,2,10,0,0,1,1,16,4,7,3,3,1
01245547,2,1,25,36,3337,20,18,14,3,1,1164,382,110,10,2,1,55,6,1,0,1,1,1,22,2,0,5,9,9,0,0,1,1,23,9,10,5,0,1
01245714,7,2,37,122,26431,32,26,33,14,4,6810,3208,1552,10,3,1,39,6.5,1,0,0,0,0,37,0,0,6,9,22,0,0,0,0,37,16,10,6,5,0
01245752,3,7,28,52,9550,28,22,29,14,9,3883,3754,1913,14,5,3,84,44.5,5,0,0,0,2,26,1,0,2,6,19,0,1,2,0,25,10,10,4,3,1
01246001,5,1,16,17,1045,15,8,7,2,1,287,254,99,4,2,1,45,16,13,0,0,0,0,16,0,0,0,1,15,0,0,2,0,14,7,7,1,1,0
01246094,11,7,18,20,1415,17,16,6,4,2,569,234,154,5,3,2,29,16,3,0,2,0,3,13,2,1,3,4,8,0,1,1,4,12,7,5,5,1,0
01246308,1,1,11,15,2632,11,5,5,4.5,1,1499,506.5,120,2,1.5,1,38,29,3,0,0,0,1,10,0,0,1,0,10,0,0,0,0,11,5,2,3,0,1
01246933,5,3,30,38,5160,29,24,22,19,16,3097,2580,2063,16,14,12,30,30,30,0,1,0,7,22,0,0,4,5,21,2,3,6,5,14,8,10,4,5,3
01247046,5,3,23,28,2138,21,20,14,12,2,979,865,294,11,9,2,68,34.5,1,0,0,1,0,22,0,0,2,7,14,0,0,0,6,17,9,8,4,2,0
01247114,4,8,12,12,1397,10,8,3,2,1,375,221,78,3,1.5,1,28,12,6,0,2,2,0,8,3,0,3,1,5,0,0,1,3,8,4,2,3,0,3
01247336,2,6,12,12,1096,12,9,10,6,2,988,548,108,7,4.5,2,60,60,60,0,0,0,0,12,0,0,0,0,12,0,0,0,2,10,5,4,2,0,1
01247435,3,1,24,45,7505,22,14,22,17,6,4087,2708,710,9,5,2,50,39,28,0,1,0,0,23,0,0,1,2,21,0,0,3,0,21,11,6,5,1,1
01247701,7,1,9,17,1688,9,6,8,3.5,2,1024,284,96,2,1.5,1,57,4,3,0,0,0,1,8,0,0,0,1,8,0,1,0,2,6,4,2,2,0,1
01248159,4,2,47,56,4858,44,33,32,28,24,3324,2429,1534,21,19,17,98,98,98,0,1,2,4,40,0,1,2,9,35,1,2,1,6,37,15,20,6,5,1
01248319,5,2,31,46,27191,30,25,27,9,1,25428,807,149,15,5.5,1,5,4,2,0,0,0,4,27,0,0,2,5,24,0,1,3,4,23,6,6,5,4,10
01248616,3,1,13,17,4299,13,11,14,8.5,3,4124,2149.5,175,9,5.5,2,31,31,31,0,0,0,1,12,0,0,0,3,10,0,0,1,0,12,2,1,3,4,3
01248647,5,2,43,52,7590,39,33,21,20,11,3208,2440,1942,16,14,9,48,27.5,7,1,0,1,8,33,1,0,6,14,22,1,5,3,6,28,7,14,14,7,1
01248661,2,1,110,134,17816,101,77,33,8,1,4412,993.5,169,20,6.5,1,16,5,2,0,3,10,9,88,2,3,9,25,71,3,4,14,20,69,27,32,20,21,10
01248678,3,2,36,48,3781,34,26,29,24,19,2682,1890.5,1099,17,15,13,28,28,28,0,1,1,0,34,1,3,0,3,29,0,0,1,10,25,18,7,5,3,3
01248791,4,2,48,61,6153,41,34,22,20,19,2283,2228,1642,16,16,12,32,28,24,0,0,0,3,45,0,0,8,14,26,0,1,0,4,43,17,18,6,6,1
01248838,3,2,41,55,12323,40,30,29,16,10,5014,3815,3494,13,12,7,15,10.5,6,0,0,2,6,33,0,1,5,8,27,1,1,4,8,27,9,12,7,3,10
01249163,10,2,2,12,2832,1,1,6,6,6,1644,1416,1188,1,1,1,63,63,63,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
01249200,3,1,17,17,756,17,17,7,4,1,299,176,36,7,4,1,41,15,2,0,0,1,4,12,0,1,3,4,9,0,0,3,5,9,11,5,1,0,0
01249330,7,2,30,39,2938,30,25,25,12,2,1908,898,132,19,5,2,38,24,10,0,0,2,2,26,2,1,4,5,18,0,1,0,1,28,14,11,3,1,1
01249347,5,8,21,21,2632,21,17,18,10.5,3,2417,1316,215,14,8.5,3,97,97,97,0,0,1,0,20,0,1,0,5,15,0,0,2,1,18,1,6,7,6,1
01249477,6,2,81,102,5471,53,42,9,4,1,651,204,32,6,3,1,13,3.5,1,0,0,1,4,76,1,1,7,19,53,0,2,2,3,74,59,11,7,3,1
01249491,4,1,6,9,444,6,6,7,4.5,2,393,222,51,4,3,2,20,20,20,0,0,1,0,5,1,0,2,0,3,0,0,0,2,4,4,2,0,0,0
01249798,7,1,12,15,1684,12,11,11,7.5,4,1096,842,588,8,5.5,3,31,31,31,0,0,0,1,11,0,0,1,4,7,0,2,0,2,8,5,3,3,0,1
01249873,5,1,19,26,7200,17,12,9,9,8,3821,2258,1121,6,6,2,15,8.5,2,0,0,0,2,17,0,3,1,0,15,0,0,2,1,16,10,0,2,2,5
01249910,2,1,20,22,1992,20,14,18,11,4,1139,996,853,10,7,4,35,35,35,0,0,0,0,20,0,0,0,7,13,0,0,0,1,19,10,8,0,0,2
01249972,6,1,8,11,852,8,8,7,2,2,764,52,36,6,1,1,41,38,35,0,1,0,3,4,0,1,2,2,3,0,1,1,0,6,2,2,3,1,0
01250077,5,2,26,36,3651,25,22,11,7,4,1140,654,357,9,4,3,51,12.5,1,0,0,1,1,24,0,0,5,6,15,0,0,0,2,24,12,6,5,1,2
01250121,5,2,62,80,8532,58,39,40,17.5,5,5381,1453.5,244,22,12.5,5,70,21,14,0,0,1,6,55,1,1,3,5,52,0,0,2,2,58,28,21,7,4,2
01250152,4,6,38,60,56600,34,19,30,30,30,33000,28300,23600,12,11.5,11,63,63,63,0,0,0,0,38,0,0,0,2,36,0,0,2,7,29,9,16,5,2,6
01250374,2,2,10,16,2172,10,10,12,8,4,1949,1086,223,6,5,4,93,93,93,0,0,0,0,10,0,0,0,4,6,0,0,0,3,7,2,3,4,1,0
01250398,9,1,131,183,22743,114,86,43,14.5,5,7568,1622,493,26,10,5,25,10,2,0,2,1,9,119,4,2,10,32,83,1,3,4,21,102,45,38,24,18,6
01251081,4,6,15,16,1610,15,9,12,8,4,981,805,629,6,4.5,3,2,2,2,1,1,2,1,10,1,1,2,1,10,1,4,2,1,7,7,2,2,1,3
01251173,4,1,36,52,10663,36,27,20,15.5,1,7007,1743,170,10,9.5,1,14,13,1,0,0,5,7,24,0,2,1,6,27,2,2,8,6,18,9,8,4,10,5
01251593,4,1,71,165,69581,61,44,35,28.5,15,35625,6292.5,3085,19,10,2,43,21,8,0,0,2,7,62,0,1,9,9,52,0,2,3,10,56,18,23,17,7,6
01251692,7,1,6,6,589,5,5,3,3,3,299,294.5,290,3,3,3,8,8,8,0,0,0,1,5,1,0,0,0,5,0,0,0,2,4,1,2,1,2,0
01251937,4,6,20,32,22982,18,11,19,16,13,18421,11491,4561,8,7.5,7,37,37,37,0,0,0,0,20,0,0,0,2,18,0,1,2,5,12,0,5,4,5,6
01251982,4,2,64,67,5779,60,42,40,33.5,27,3459,2889.5,2320,26,23.5,21,49,49,49,1,0,2,6,55,3,1,5,12,43,0,5,5,9,45,21,18,14,11,0
01252095,5,1,27,89,45720,25,21,39,20.5,9,23974,10617,512,8,6.5,3,45,35,25,0,0,2,2,23,0,3,4,8,12,0,1,1,3,22,12,8,4,1,2
